Index,Energy,omega,alpha
999000,3.77189,1,0.88
1000000,3.77195,1,0.88
1001000,3.77194,1,0.88
1002000,3.77196,1,0.88
1003000,3.77198,1,0.88
1004000,3.77202,1,0.88
1005000,3.77203,1,0.88
1006000,3.77206,1,0.88
1007000,3.77202,1,0.88
1008000,3.77199,1,0.88
1009000,3.77195,1,0.88
1010000,3.77193,1,0.88
1011000,3.7719,1,0.88
1012000,3.77187,1,0.88
1013000,3.77179,1,0.88
1014000,3.7717,1,0.88
1015000,3.77168,1,0.88
1016000,3.77171,1,0.88
1017000,3.77171,1,0.88
1018000,3.77172,1,0.88
1019000,3.77175,1,0.88
1020000,3.77174,1,0.88
1021000,3.77169,1,0.88
1022000,3.77166,1,0.88
1023000,3.77165,1,0.88
1024000,3.77163,1,0.88
1025000,3.7716,1,0.88
1026000,3.77166,1,0.88
1027000,3.77165,1,0.88
1028000,3.77165,1,0.88
1029000,3.77168,1,0.88
1030000,3.77167,1,0.88
1031000,3.77172,1,0.88
1032000,3.7717,1,0.88
1033000,3.77166,1,0.88
1034000,3.77167,1,0.88
1035000,3.77168,1,0.88
1036000,3.77172,1,0.88
1037000,3.77173,1,0.88
1038000,3.77177,1,0.88
1039000,3.77174,1,0.88
1040000,3.7717,1,0.88
1041000,3.77165,1,0.88
1042000,3.77166,1,0.88
1043000,3.77163,1,0.88
1044000,3.77166,1,0.88
1045000,3.77163,1,0.88
1046000,3.77164,1,0.88
1047000,3.77161,1,0.88
1048000,3.77162,1,0.88
1049000,3.77157,1,0.88
1050000,3.77153,1,0.88
1051000,3.77158,1,0.88
1052000,3.77152,1,0.88
1053000,3.77155,1,0.88
1054000,3.7715,1,0.88
1055000,3.77157,1,0.88
1056000,3.77154,1,0.88
1057000,3.77145,1,0.88
1058000,3.77145,1,0.88
1059000,3.77139,1,0.88
1060000,3.77138,1,0.88
1061000,3.77137,1,0.88
1062000,3.77139,1,0.88
1063000,3.77139,1,0.88
1064000,3.77135,1,0.88
1065000,3.7713,1,0.88
1066000,3.77135,1,0.88
1067000,3.77133,1,0.88
1068000,3.77132,1,0.88
1069000,3.77132,1,0.88
1070000,3.77129,1,0.88
1071000,3.77131,1,0.88
1072000,3.77139,1,0.88
1073000,3.77136,1,0.88
1074000,3.77132,1,0.88
1075000,3.77131,1,0.88
1076000,3.77132,1,0.88
1077000,3.77131,1,0.88
1078000,3.77131,1,0.88
1079000,3.7713,1,0.88
1080000,3.77134,1,0.88
1081000,3.77133,1,0.88
1082000,3.77134,1,0.88
1083000,3.77136,1,0.88
1084000,3.77143,1,0.88
1085000,3.77141,1,0.88
1086000,3.77142,1,0.88
1087000,3.77142,1,0.88
1088000,3.77143,1,0.88
1089000,3.77142,1,0.88
1090000,3.77152,1,0.88
1091000,3.77153,1,0.88
1092000,3.7715,1,0.88
1093000,3.77149,1,0.88
1094000,3.7715,1,0.88
1095000,3.77144,1,0.88
1096000,3.77143,1,0.88
1097000,3.77143,1,0.88
1098000,3.77143,1,0.88
1099000,3.77144,1,0.88
1100000,3.77144,1,0.88
1101000,3.77142,1,0.88
1102000,3.77143,1,0.88
1103000,3.77144,1,0.88
1104000,3.77139,1,0.88
1105000,3.77138,1,0.88
1106000,3.77137,1,0.88
1107000,3.77135,1,0.88
1108000,3.77136,1,0.88
1109000,3.77133,1,0.88
1110000,3.77138,1,0.88
1111000,3.77135,1,0.88
1112000,3.77131,1,0.88
1113000,3.7713,1,0.88
1114000,3.7713,1,0.88
1115000,3.77132,1,0.88
1116000,3.77135,1,0.88
1117000,3.77137,1,0.88
1118000,3.77136,1,0.88
1119000,3.7714,1,0.88
1120000,3.77142,1,0.88
1121000,3.77144,1,0.88
1122000,3.77144,1,0.88
1123000,3.77142,1,0.88
1124000,3.77135,1,0.88
1125000,3.77134,1,0.88
1126000,3.77131,1,0.88
1127000,3.77133,1,0.88
1128000,3.77137,1,0.88
1129000,3.7714,1,0.88
1130000,3.77141,1,0.88
1131000,3.7714,1,0.88
1132000,3.77142,1,0.88
1133000,3.77136,1,0.88
1134000,3.77138,1,0.88
1135000,3.77138,1,0.88
1136000,3.77134,1,0.88
1137000,3.77133,1,0.88
1138000,3.77137,1,0.88
1139000,3.77136,1,0.88
1140000,3.77134,1,0.88
1141000,3.77134,1,0.88
1142000,3.7713,1,0.88
1143000,3.77135,1,0.88
1144000,3.77137,1,0.88
1145000,3.77137,1,0.88
1146000,3.77139,1,0.88
1147000,3.7714,1,0.88
1148000,3.77145,1,0.88
1149000,3.77146,1,0.88
1150000,3.77146,1,0.88
1151000,3.77153,1,0.88
1152000,3.77154,1,0.88
1153000,3.77154,1,0.88
1154000,3.77151,1,0.88
1155000,3.77144,1,0.88
1156000,3.77144,1,0.88
1157000,3.77147,1,0.88
1158000,3.77151,1,0.88
1159000,3.77158,1,0.88
1160000,3.77161,1,0.88
1161000,3.77156,1,0.88
1162000,3.77155,1,0.88
1163000,3.77155,1,0.88
1164000,3.77156,1,0.88
1165000,3.77165,1,0.88
1166000,3.77166,1,0.88
1167000,3.77168,1,0.88
1168000,3.77164,1,0.88
1169000,3.77165,1,0.88
1170000,3.77162,1,0.88
1171000,3.77165,1,0.88
1172000,3.77165,1,0.88
1173000,3.77165,1,0.88
1174000,3.77167,1,0.88
1175000,3.77164,1,0.88
1176000,3.77162,1,0.88
1177000,3.77165,1,0.88
1178000,3.77168,1,0.88
1179000,3.77168,1,0.88
1180000,3.77174,1,0.88
1181000,3.77176,1,0.88
1182000,3.77179,1,0.88
1183000,3.77181,1,0.88
1184000,3.77174,1,0.88
1185000,3.77174,1,0.88
1186000,3.77174,1,0.88
1187000,3.77173,1,0.88
1188000,3.77174,1,0.88
1189000,3.77175,1,0.88
1190000,3.77173,1,0.88
1191000,3.77175,1,0.88
1192000,3.77173,1,0.88
1193000,3.77173,1,0.88
1194000,3.77174,1,0.88
1195000,3.77174,1,0.88
1196000,3.77177,1,0.88
1197000,3.77178,1,0.88
1198000,3.77178,1,0.88
1199000,3.77181,1,0.88
1200000,3.77183,1,0.88
1201000,3.7718,1,0.88
1202000,3.7718,1,0.88
1203000,3.77181,1,0.88
1204000,3.77178,1,0.88
1205000,3.77181,1,0.88
1206000,3.77178,1,0.88
1207000,3.77176,1,0.88
1208000,3.77177,1,0.88
1209000,3.77177,1,0.88
1210000,3.77175,1,0.88
1211000,3.77177,1,0.88
1212000,3.77181,1,0.88
1213000,3.77184,1,0.88
1214000,3.77189,1,0.88
1215000,3.77188,1,0.88
1216000,3.77192,1,0.88
1217000,3.77189,1,0.88
1218000,3.77194,1,0.88
1219000,3.77193,1,0.88
1220000,3.7719,1,0.88
1221000,3.7719,1,0.88
1222000,3.77192,1,0.88
1223000,3.77188,1,0.88
1224000,3.77183,1,0.88
1225000,3.7718,1,0.88
1226000,3.77182,1,0.88
1227000,3.77182,1,0.88
1228000,3.7718,1,0.88
1229000,3.77182,1,0.88
1230000,3.77183,1,0.88
1231000,3.77183,1,0.88
1232000,3.77181,1,0.88
1233000,3.7718,1,0.88
1234000,3.77182,1,0.88
1235000,3.77184,1,0.88
1236000,3.77189,1,0.88
1237000,3.77191,1,0.88
1238000,3.77203,1,0.88
1239000,3.77203,1,0.88
1240000,3.7721,1,0.88
1241000,3.77205,1,0.88
1242000,3.77203,1,0.88
1243000,3.77205,1,0.88
1244000,3.77205,1,0.88
1245000,3.77203,1,0.88
1246000,3.77199,1,0.88
1247000,3.77201,1,0.88
1248000,3.77207,1,0.88
1249000,3.77203,1,0.88
1250000,3.77201,1,0.88
1251000,3.77195,1,0.88
1252000,3.77199,1,0.88
1253000,3.77206,1,0.88
1254000,3.7721,1,0.88
1255000,3.77211,1,0.88
1256000,3.77209,1,0.88
1257000,3.77204,1,0.88
1258000,3.77204,1,0.88
1259000,3.77201,1,0.88
1260000,3.77195,1,0.88
1261000,3.77191,1,0.88
1262000,3.77188,1,0.88
1263000,3.77187,1,0.88
1264000,3.77187,1,0.88
1265000,3.77184,1,0.88
1266000,3.77184,1,0.88
1267000,3.7718,1,0.88
1268000,3.77177,1,0.88
1269000,3.77175,1,0.88
1270000,3.7718,1,0.88
1271000,3.7718,1,0.88
1272000,3.77179,1,0.88
1273000,3.77176,1,0.88
1274000,3.77177,1,0.88
1275000,3.77176,1,0.88
1276000,3.7718,1,0.88
1277000,3.77182,1,0.88
1278000,3.77178,1,0.88
1279000,3.77179,1,0.88
1280000,3.77176,1,0.88
1281000,3.7718,1,0.88
1282000,3.77179,1,0.88
1283000,3.77182,1,0.88
1284000,3.77181,1,0.88
1285000,3.77181,1,0.88
1286000,3.7718,1,0.88
1287000,3.77176,1,0.88
1288000,3.77172,1,0.88
1289000,3.77175,1,0.88
1290000,3.77176,1,0.88
1291000,3.77174,1,0.88
1292000,3.77176,1,0.88
1293000,3.77175,1,0.88
1294000,3.77175,1,0.88
1295000,3.77176,1,0.88
1296000,3.77178,1,0.88
1297000,3.77184,1,0.88
1298000,3.7718,1,0.88
1299000,3.77182,1,0.88
1300000,3.77186,1,0.88
1301000,3.77186,1,0.88
1302000,3.77182,1,0.88
1303000,3.77182,1,0.88
1304000,3.77182,1,0.88
1305000,3.77182,1,0.88
1306000,3.77183,1,0.88
1307000,3.77178,1,0.88
1308000,3.77186,1,0.88
1309000,3.77181,1,0.88
1310000,3.77178,1,0.88
1311000,3.77183,1,0.88
1312000,3.7718,1,0.88
1313000,3.77183,1,0.88
1314000,3.77179,1,0.88
1315000,3.77177,1,0.88
1316000,3.7718,1,0.88
1317000,3.77182,1,0.88
1318000,3.77184,1,0.88
1319000,3.77183,1,0.88
1320000,3.7718,1,0.88
1321000,3.77179,1,0.88
1322000,3.77178,1,0.88
1323000,3.77178,1,0.88
1324000,3.77182,1,0.88
1325000,3.77181,1,0.88
1326000,3.77185,1,0.88
1327000,3.77185,1,0.88
1328000,3.7718,1,0.88
1329000,3.77181,1,0.88
1330000,3.77179,1,0.88
1331000,3.77179,1,0.88
1332000,3.7718,1,0.88
1333000,3.7718,1,0.88
1334000,3.77183,1,0.88
1335000,3.77191,1,0.88
1336000,3.7719,1,0.88
1337000,3.77192,1,0.88
1338000,3.77192,1,0.88
1339000,3.77197,1,0.88
1340000,3.77196,1,0.88
1341000,3.77197,1,0.88
1342000,3.77198,1,0.88
1343000,3.772,1,0.88
1344000,3.77202,1,0.88
1345000,3.772,1,0.88
1346000,3.772,1,0.88
1347000,3.77203,1,0.88
1348000,3.77201,1,0.88
1349000,3.77195,1,0.88
1350000,3.77195,1,0.88
1351000,3.77191,1,0.88
1352000,3.7721,1,0.88
1353000,3.77211,1,0.88
1354000,3.77215,1,0.88
1355000,3.77217,1,0.88
1356000,3.77212,1,0.88
1357000,3.77211,1,0.88
1358000,3.77209,1,0.88
1359000,3.77207,1,0.88
1360000,3.77206,1,0.88
1361000,3.77202,1,0.88
1362000,3.77202,1,0.88
1363000,3.77202,1,0.88
1364000,3.772,1,0.88
1365000,3.77204,1,0.88
1366000,3.77203,1,0.88
1367000,3.77202,1,0.88
1368000,3.77201,1,0.88
1369000,3.77206,1,0.88
1370000,3.77212,1,0.88
1371000,3.77214,1,0.88
1372000,3.77217,1,0.88
1373000,3.77219,1,0.88
1374000,3.77218,1,0.88
1375000,3.77217,1,0.88
1376000,3.77218,1,0.88
1377000,3.77213,1,0.88
1378000,3.77214,1,0.88
1379000,3.77211,1,0.88
1380000,3.77205,1,0.88
1381000,3.77203,1,0.88
1382000,3.77197,1,0.88
1383000,3.77195,1,0.88
1384000,3.77194,1,0.88
1385000,3.77196,1,0.88
1386000,3.77195,1,0.88
1387000,3.77196,1,0.88
1388000,3.77193,1,0.88
1389000,3.77194,1,0.88
1390000,3.77194,1,0.88
1391000,3.77193,1,0.88
1392000,3.77194,1,0.88
1393000,3.77192,1,0.88
1394000,3.77198,1,0.88
1395000,3.77199,1,0.88
1396000,3.77199,1,0.88
1397000,3.77201,1,0.88
1398000,3.772,1,0.88
1399000,3.772,1,0.88
1400000,3.77207,1,0.88
1401000,3.77203,1,0.88
1402000,3.77199,1,0.88
1403000,3.77202,1,0.88
1404000,3.77203,1,0.88
1405000,3.77208,1,0.88
1406000,3.77212,1,0.88
1407000,3.7721,1,0.88
1408000,3.77206,1,0.88
1409000,3.77201,1,0.88
1410000,3.772,1,0.88
1411000,3.77198,1,0.88
1412000,3.77192,1,0.88
1413000,3.7719,1,0.88
1414000,3.77188,1,0.88
1415000,3.77188,1,0.88
1416000,3.77188,1,0.88
1417000,3.77197,1,0.88
1418000,3.77197,1,0.88
1419000,3.7719,1,0.88
1420000,3.7719,1,0.88
1421000,3.7719,1,0.88
1422000,3.77188,1,0.88
1423000,3.77184,1,0.88
1424000,3.7718,1,0.88
1425000,3.77182,1,0.88
1426000,3.77182,1,0.88
1427000,3.77179,1,0.88
1428000,3.77175,1,0.88
1429000,3.77174,1,0.88
1430000,3.7717,1,0.88
1431000,3.77173,1,0.88
1432000,3.77169,1,0.88
1433000,3.77174,1,0.88
1434000,3.77174,1,0.88
1435000,3.77175,1,0.88
1436000,3.77178,1,0.88
1437000,3.77181,1,0.88
1438000,3.77182,1,0.88
1439000,3.77178,1,0.88
1440000,3.77173,1,0.88
1441000,3.77172,1,0.88
1442000,3.7717,1,0.88
1443000,3.77174,1,0.88
1444000,3.77177,1,0.88
1445000,3.77177,1,0.88
1446000,3.77177,1,0.88
1447000,3.77174,1,0.88
1448000,3.77173,1,0.88
1449000,3.7717,1,0.88
1450000,3.77167,1,0.88
1451000,3.77171,1,0.88
1452000,3.77172,1,0.88
1453000,3.77172,1,0.88
1454000,3.77175,1,0.88
1455000,3.77172,1,0.88
1456000,3.77178,1,0.88
1457000,3.77179,1,0.88
1458000,3.77179,1,0.88
1459000,3.77175,1,0.88
1460000,3.77173,1,0.88
1461000,3.77174,1,0.88
1462000,3.77173,1,0.88
1463000,3.77175,1,0.88
1464000,3.77169,1,0.88
1465000,3.7717,1,0.88
1466000,3.77168,1,0.88
1467000,3.77167,1,0.88
1468000,3.77166,1,0.88
1469000,3.77167,1,0.88
1470000,3.77168,1,0.88
1471000,3.77174,1,0.88
1472000,3.7717,1,0.88
1473000,3.77169,1,0.88
1474000,3.77164,1,0.88
1475000,3.77161,1,0.88
1476000,3.77158,1,0.88
1477000,3.77159,1,0.88
1478000,3.77155,1,0.88
1479000,3.77155,1,0.88
1480000,3.77154,1,0.88
1481000,3.77158,1,0.88
1482000,3.77156,1,0.88
1483000,3.77152,1,0.88
1484000,3.77155,1,0.88
1485000,3.77155,1,0.88
1486000,3.77156,1,0.88
1487000,3.77152,1,0.88
1488000,3.77151,1,0.88
1489000,3.77158,1,0.88
1490000,3.77154,1,0.88
1491000,3.77152,1,0.88
1492000,3.77149,1,0.88
1493000,3.77148,1,0.88
1494000,3.77148,1,0.88
1495000,3.77149,1,0.88
1496000,3.7715,1,0.88
1497000,3.77149,1,0.88
1498000,3.77149,1,0.88
1499000,3.77151,1,0.88
1500000,3.77149,1,0.88
1501000,3.77153,1,0.88
1502000,3.77152,1,0.88
1503000,3.77151,1,0.88
1504000,3.77152,1,0.88
1505000,3.7715,1,0.88
1506000,3.77145,1,0.88
1507000,3.77145,1,0.88
1508000,3.77148,1,0.88
1509000,3.77146,1,0.88
1510000,3.77151,1,0.88
1511000,3.77151,1,0.88
1512000,3.7715,1,0.88
1513000,3.77147,1,0.88
1514000,3.77143,1,0.88
1515000,3.77148,1,0.88
1516000,3.77143,1,0.88
1517000,3.77142,1,0.88
1518000,3.77145,1,0.88
1519000,3.77145,1,0.88
1520000,3.77145,1,0.88
1521000,3.77143,1,0.88
1522000,3.77148,1,0.88
1523000,3.77155,1,0.88
1524000,3.77153,1,0.88
1525000,3.77149,1,0.88
1526000,3.77147,1,0.88
1527000,3.77144,1,0.88
1528000,3.77147,1,0.88
1529000,3.77157,1,0.88
1530000,3.77158,1,0.88
1531000,3.7716,1,0.88
1532000,3.77158,1,0.88
1533000,3.77157,1,0.88
1534000,3.77159,1,0.88
1535000,3.77161,1,0.88
1536000,3.7716,1,0.88
1537000,3.77155,1,0.88
1538000,3.77155,1,0.88
1539000,3.77155,1,0.88
1540000,3.7715,1,0.88
1541000,3.77148,1,0.88
1542000,3.77147,1,0.88
1543000,3.77147,1,0.88
1544000,3.77145,1,0.88
1545000,3.77145,1,0.88
1546000,3.77149,1,0.88
1547000,3.7715,1,0.88
1548000,3.77151,1,0.88
1549000,3.77149,1,0.88
1550000,3.77147,1,0.88
1551000,3.77146,1,0.88
1552000,3.77146,1,0.88
1553000,3.77152,1,0.88
1554000,3.77154,1,0.88
1555000,3.77156,1,0.88
1556000,3.77156,1,0.88
1557000,3.77149,1,0.88
1558000,3.77147,1,0.88
1559000,3.77146,1,0.88
1560000,3.77146,1,0.88
1561000,3.77141,1,0.88
1562000,3.77141,1,0.88
1563000,3.7715,1,0.88
1564000,3.77148,1,0.88
1565000,3.77147,1,0.88
1566000,3.77147,1,0.88
1567000,3.77146,1,0.88
1568000,3.77145,1,0.88
1569000,3.77149,1,0.88
1570000,3.77151,1,0.88
1571000,3.77149,1,0.88
1572000,3.77151,1,0.88
1573000,3.77153,1,0.88
1574000,3.77156,1,0.88
1575000,3.77157,1,0.88
1576000,3.77155,1,0.88
1577000,3.77154,1,0.88
1578000,3.77151,1,0.88
1579000,3.77152,1,0.88
1580000,3.77151,1,0.88
1581000,3.77151,1,0.88
1582000,3.77153,1,0.88
1583000,3.77155,1,0.88
1584000,3.77155,1,0.88
1585000,3.77156,1,0.88
1586000,3.77158,1,0.88
1587000,3.77155,1,0.88
1588000,3.77158,1,0.88
1589000,3.77151,1,0.88
1590000,3.77154,1,0.88
1591000,3.77155,1,0.88
1592000,3.77154,1,0.88
1593000,3.77155,1,0.88
1594000,3.77156,1,0.88
1595000,3.77154,1,0.88
1596000,3.77152,1,0.88
1597000,3.77152,1,0.88
1598000,3.77153,1,0.88
1599000,3.77152,1,0.88
1600000,3.7715,1,0.88
1601000,3.77152,1,0.88
1602000,3.77154,1,0.88
1603000,3.77153,1,0.88
1604000,3.77155,1,0.88
1605000,3.77156,1,0.88
1606000,3.77153,1,0.88
1607000,3.77157,1,0.88
1608000,3.77159,1,0.88
1609000,3.77158,1,0.88
1610000,3.7716,1,0.88
1611000,3.77162,1,0.88
1612000,3.77161,1,0.88
1613000,3.77157,1,0.88
1614000,3.77158,1,0.88
1615000,3.77156,1,0.88
1616000,3.77161,1,0.88
1617000,3.77161,1,0.88
1618000,3.77163,1,0.88
1619000,3.77165,1,0.88
1620000,3.77164,1,0.88
1621000,3.77162,1,0.88
1622000,3.77166,1,0.88
1623000,3.7717,1,0.88
1624000,3.77167,1,0.88
1625000,3.77167,1,0.88
1626000,3.77165,1,0.88
1627000,3.77163,1,0.88
1628000,3.77162,1,0.88
1629000,3.77163,1,0.88
1630000,3.77168,1,0.88
1631000,3.77169,1,0.88
1632000,3.77166,1,0.88
1633000,3.77167,1,0.88
1634000,3.77169,1,0.88
1635000,3.77171,1,0.88
1636000,3.77174,1,0.88
1637000,3.77173,1,0.88
1638000,3.77172,1,0.88
1639000,3.77174,1,0.88
1640000,3.77183,1,0.88
1641000,3.77184,1,0.88
1642000,3.77183,1,0.88
1643000,3.77183,1,0.88
1644000,3.77183,1,0.88
1645000,3.77186,1,0.88
1646000,3.77182,1,0.88
1647000,3.77184,1,0.88
1648000,3.77185,1,0.88
1649000,3.77186,1,0.88
1650000,3.77185,1,0.88
1651000,3.77185,1,0.88
1652000,3.77185,1,0.88
1653000,3.77184,1,0.88
1654000,3.77186,1,0.88
1655000,3.77182,1,0.88
1656000,3.77191,1,0.88
1657000,3.77191,1,0.88
1658000,3.77189,1,0.88
1659000,3.7719,1,0.88
1660000,3.77194,1,0.88
1661000,3.77198,1,0.88
1662000,3.772,1,0.88
1663000,3.77198,1,0.88
1664000,3.77197,1,0.88
1665000,3.77196,1,0.88
1666000,3.77196,1,0.88
1667000,3.77197,1,0.88
1668000,3.77197,1,0.88
1669000,3.77196,1,0.88
1670000,3.77191,1,0.88
1671000,3.77189,1,0.88
1672000,3.7719,1,0.88
1673000,3.77187,1,0.88
1674000,3.77186,1,0.88
1675000,3.77183,1,0.88
1676000,3.77187,1,0.88
1677000,3.77193,1,0.88
1678000,3.77193,1,0.88
1679000,3.77189,1,0.88
1680000,3.77189,1,0.88
1681000,3.77189,1,0.88
1682000,3.77189,1,0.88
1683000,3.77188,1,0.88
1684000,3.77188,1,0.88
1685000,3.77189,1,0.88
1686000,3.77187,1,0.88
1687000,3.77185,1,0.88
1688000,3.77185,1,0.88
1689000,3.77184,1,0.88
1690000,3.77184,1,0.88
1691000,3.77184,1,0.88
1692000,3.77185,1,0.88
1693000,3.77188,1,0.88
1694000,3.77188,1,0.88
1695000,3.77188,1,0.88
1696000,3.77189,1,0.88
1697000,3.77188,1,0.88
1698000,3.77187,1,0.88
1699000,3.77186,1,0.88
1700000,3.77188,1,0.88
1701000,3.77187,1,0.88
1702000,3.77185,1,0.88
1703000,3.7719,1,0.88
1704000,3.77188,1,0.88
1705000,3.77185,1,0.88
1706000,3.77187,1,0.88
1707000,3.7719,1,0.88
1708000,3.77192,1,0.88
1709000,3.77194,1,0.88
1710000,3.77191,1,0.88
1711000,3.77191,1,0.88
1712000,3.77192,1,0.88
1713000,3.77189,1,0.88
1714000,3.77195,1,0.88
1715000,3.77192,1,0.88
1716000,3.77192,1,0.88
1717000,3.77192,1,0.88
1718000,3.77195,1,0.88
1719000,3.77195,1,0.88
1720000,3.77194,1,0.88
1721000,3.77191,1,0.88
1722000,3.77189,1,0.88
1723000,3.77192,1,0.88
1724000,3.77194,1,0.88
1725000,3.77196,1,0.88
1726000,3.77197,1,0.88
1727000,3.77198,1,0.88
1728000,3.77199,1,0.88
1729000,3.77196,1,0.88
1730000,3.77196,1,0.88
1731000,3.77194,1,0.88
1732000,3.77193,1,0.88
1733000,3.77193,1,0.88
1734000,3.77191,1,0.88
1735000,3.77189,1,0.88
1736000,3.77191,1,0.88
1737000,3.77188,1,0.88
1738000,3.77187,1,0.88
1739000,3.77189,1,0.88
1740000,3.7719,1,0.88
1741000,3.77191,1,0.88
1742000,3.77195,1,0.88
1743000,3.77194,1,0.88
1744000,3.77198,1,0.88
1745000,3.77196,1,0.88
1746000,3.77194,1,0.88
1747000,3.77194,1,0.88
1748000,3.77196,1,0.88
1749000,3.77198,1,0.88
1750000,3.772,1,0.88
1751000,3.772,1,0.88
1752000,3.77199,1,0.88
1753000,3.772,1,0.88
1754000,3.77198,1,0.88
1755000,3.77199,1,0.88
1756000,3.77203,1,0.88
1757000,3.77203,1,0.88
1758000,3.77201,1,0.88
1759000,3.772,1,0.88
1760000,3.772,1,0.88
1761000,3.77201,1,0.88
1762000,3.77202,1,0.88
1763000,3.77204,1,0.88
1764000,3.772,1,0.88
1765000,3.77202,1,0.88
1766000,3.77201,1,0.88
1767000,3.77204,1,0.88
1768000,3.77205,1,0.88
1769000,3.77207,1,0.88
1770000,3.77205,1,0.88
1771000,3.77204,1,0.88
1772000,3.77204,1,0.88
1773000,3.7721,1,0.88
1774000,3.77208,1,0.88
1775000,3.77207,1,0.88
1776000,3.77205,1,0.88
1777000,3.77207,1,0.88
1778000,3.77206,1,0.88
1779000,3.77204,1,0.88
1780000,3.77199,1,0.88
1781000,3.77201,1,0.88
1782000,3.77204,1,0.88
1783000,3.77205,1,0.88
1784000,3.7721,1,0.88
1785000,3.7721,1,0.88
1786000,3.77209,1,0.88
1787000,3.77205,1,0.88
1788000,3.77204,1,0.88
1789000,3.77204,1,0.88
1790000,3.7721,1,0.88
1791000,3.77213,1,0.88
1792000,3.77214,1,0.88
1793000,3.77215,1,0.88
1794000,3.77216,1,0.88
1795000,3.77217,1,0.88
1796000,3.77217,1,0.88
1797000,3.77215,1,0.88
1798000,3.77212,1,0.88
1799000,3.77212,1,0.88
1800000,3.77212,1,0.88
1801000,3.77212,1,0.88
1802000,3.7721,1,0.88
1803000,3.77211,1,0.88
1804000,3.77211,1,0.88
1805000,3.77208,1,0.88
1806000,3.77212,1,0.88
1807000,3.77212,1,0.88
1808000,3.77211,1,0.88
1809000,3.7721,1,0.88
1810000,3.77207,1,0.88
1811000,3.77204,1,0.88
1812000,3.77204,1,0.88
1813000,3.77208,1,0.88
1814000,3.77211,1,0.88
1815000,3.77213,1,0.88
1816000,3.77209,1,0.88
1817000,3.77212,1,0.88
1818000,3.77214,1,0.88
1819000,3.77214,1,0.88
1820000,3.77211,1,0.88
1821000,3.77212,1,0.88
1822000,3.77214,1,0.88
1823000,3.77218,1,0.88
1824000,3.77215,1,0.88
1825000,3.77217,1,0.88
1826000,3.77216,1,0.88
1827000,3.77215,1,0.88
1828000,3.77214,1,0.88
1829000,3.77219,1,0.88
1830000,3.77218,1,0.88
1831000,3.77213,1,0.88
1832000,3.77215,1,0.88
1833000,3.77211,1,0.88
1834000,3.77212,1,0.88
1835000,3.77214,1,0.88
1836000,3.77214,1,0.88
1837000,3.77216,1,0.88
1838000,3.77215,1,0.88
1839000,3.77214,1,0.88
1840000,3.77213,1,0.88
1841000,3.77209,1,0.88
1842000,3.77209,1,0.88
1843000,3.77211,1,0.88
1844000,3.77214,1,0.88
1845000,3.7722,1,0.88
1846000,3.77222,1,0.88
1847000,3.77223,1,0.88
1848000,3.77222,1,0.88
1849000,3.77224,1,0.88
1850000,3.77222,1,0.88
1851000,3.77225,1,0.88
1852000,3.77224,1,0.88
1853000,3.77225,1,0.88
1854000,3.77224,1,0.88
1855000,3.77224,1,0.88
1856000,3.77223,1,0.88
1857000,3.77222,1,0.88
1858000,3.77224,1,0.88
1859000,3.77223,1,0.88
1860000,3.77225,1,0.88
1861000,3.77223,1,0.88
1862000,3.77221,1,0.88
1863000,3.77219,1,0.88
1864000,3.77218,1,0.88
1865000,3.7722,1,0.88
1866000,3.77219,1,0.88
1867000,3.77218,1,0.88
1868000,3.77217,1,0.88
1869000,3.77217,1,0.88
1870000,3.77215,1,0.88
1871000,3.77215,1,0.88
1872000,3.77217,1,0.88
1873000,3.77216,1,0.88
1874000,3.77217,1,0.88
1875000,3.77213,1,0.88
1876000,3.77214,1,0.88
1877000,3.77218,1,0.88
1878000,3.7722,1,0.88
1879000,3.77225,1,0.88
1880000,3.77228,1,0.88
1881000,3.77229,1,0.88
1882000,3.77229,1,0.88
1883000,3.77227,1,0.88
1884000,3.77225,1,0.88
1885000,3.77221,1,0.88
1886000,3.77222,1,0.88
1887000,3.77224,1,0.88
1888000,3.77225,1,0.88
1889000,3.77231,1,0.88
1890000,3.7723,1,0.88
1891000,3.77233,1,0.88
1892000,3.7723,1,0.88
1893000,3.77226,1,0.88
1894000,3.77228,1,0.88
1895000,3.77228,1,0.88
1896000,3.7723,1,0.88
1897000,3.77231,1,0.88
1898000,3.7723,1,0.88
1899000,3.7723,1,0.88
1900000,3.77235,1,0.88
1901000,3.77237,1,0.88
1902000,3.77237,1,0.88
1903000,3.77239,1,0.88
1904000,3.77238,1,0.88
1905000,3.77238,1,0.88
1906000,3.77239,1,0.88
1907000,3.77238,1,0.88
1908000,3.77241,1,0.88
1909000,3.77241,1,0.88
1910000,3.7724,1,0.88
1911000,3.77241,1,0.88
1912000,3.77246,1,0.88
1913000,3.77245,1,0.88
1914000,3.77243,1,0.88
1915000,3.77244,1,0.88
1916000,3.77243,1,0.88
1917000,3.77245,1,0.88
1918000,3.77244,1,0.88
1919000,3.77242,1,0.88
1920000,3.77244,1,0.88
1921000,3.77245,1,0.88
1922000,3.77244,1,0.88
1923000,3.77245,1,0.88
1924000,3.77244,1,0.88
1925000,3.77241,1,0.88
1926000,3.77244,1,0.88
1927000,3.77246,1,0.88
1928000,3.77248,1,0.88
1929000,3.77251,1,0.88
1930000,3.77251,1,0.88
1931000,3.77251,1,0.88
